month,relative.value,variable,site,ref,year.start,year.end,trophic.grp,notes,data.entered.by,,
7,0.041666667,Phyllaplysia,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.2,count
9,0.416666667,Phyllaplysia,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,2,count
12,0,Phyllaplysia,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
3,0.168181818,Shrimp,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,7.4,count
5,0.081818182,Shrimp,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,3.6,count
7,0.036363636,Shrimp,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,1.6,count
9,0.109090909,Shrimp,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,4.8,count
12,0.386363636,Shrimp,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,17,count
3,0.012625683,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0.066,g
5,0,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
7,0.829889965,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,4.3382,g
9,0.039598733,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0.207,g
12,0,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
3,0.006018018,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.0334,g
5,0.076396396,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.424,g
7,0.304504505,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.69,g
9,0.023063063,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.128,g
12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
3,0.009708738,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0.2,count
5,0.019417476,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0.4,count
7,0.538834951,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.1,count
9,0.106796117,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,2.2,count
12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
3,0.080923435,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,4.064,g
5,0.230384878,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.57,g
7,0.514970935,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,25.862,g
9,0.387853042,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,19.4781,g
12,0.174750016,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,8.776,g
3,0.54887218,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,14.6,count
5,0.744360902,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.8,count
7,0.710526316,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,18.9,count
9,0.560150376,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,14.9,count
12,0.654135338,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.4,count
3,0.143396898,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,4.0306,g
5,0.39654191,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.146,g
7,1,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,28.108,g
9,0.764124093,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.478,g
12,0.312224278,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,8.776,g
3,0.541353383,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,14.4,count
5,0.729323308,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.4,count
7,0.293233083,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7.8,count
9,0.477443609,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,12.7,count
12,0.654135338,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.4,count
3,0.479012666,Epiphyte_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,2.969874364,mg/cm2
5,0.517968856,Epiphyte_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,3.211402404,mg/cm2
7,0.041204977,Epiphyte_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.255470497,mg/cm2
9,0.143768786,Epiphyte_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.891365225,mg/cm2
12,0.05494649,Epiphyte_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.34066776,mg/cm2
3,0.125186289,Amphipods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,16.8,count
5,0.084947839,Amphipods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,11.4,count
7,0.515648286,Amphipods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,69.2,count
9,0.300484352,Amphipods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,40.325,count
12,0.110283159,Amphipods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,14.8,count
3,0.012461059,Isopods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.4,count
5,0.012461059,Isopods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.4,count
7,0.093457944,Isopods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,3,count
9,0.143302181,Isopods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,4.6,count
12,0.068535826,Isopods,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,2.2,count
3,0.047961631,Macrophyte_consumers,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,2,count
5,0.019184652,Macrophyte_consumers,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,0.8,count
7,0.057553957,Macrophyte_consumers,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,2.4,count
9,0.059352518,Macrophyte_consumers,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,2.475,count
12,0.172661871,Macrophyte_consumers,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,7.2,count
3,0.041666667,Phyllaplysia,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.2,count
5,0,Phyllaplysia,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
7,0,Phyllaplysia,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
9,0.067708333,Phyllaplysia,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.325,count
12,0,Phyllaplysia,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
3,0.281818182,Shrimp,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,12.4,count
5,0.05,Shrimp,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,2.2,count
7,0.018181818,Shrimp,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.8,count
9,0.094886364,Shrimp,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,4.175,count
12,0.940909091,Shrimp,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,41.4,count
3,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
5,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
7,0.346708905,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,1.8124,g
9,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
12,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
3,0,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
5,0.268468468,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.49,g
7,0.658378378,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.654,g
9,0.197297297,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.095,g
12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
5,0.087378641,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.8,count
7,1,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,20.6,count
9,0.052184466,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.075,count
12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
1,,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
2,,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
3,0.065686572,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.2988,g
4,,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
5,0.251252929,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,12.618,g
6,,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
7,0.401869284,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,20.182,g
8,,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
9,0.179336806,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,9.00635,g
10,,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
11,,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
12,0.115463246,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.7986,g
1,,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
2,,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
3,0.736842105,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.6,count
4,,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
5,0.894736842,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,23.8,count
6,,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
7,0.834586466,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,22.2,count
8,,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
9,0.428571429,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.4,count
10,,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
11,,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
12,1,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,26.6,count
1,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
2,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
3,0.117361605,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.2988,g
4,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
5,0.395901523,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.128,g
6,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
7,0.588017646,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,16.528,g
8,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
9,0.298936246,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,8.4025,g
10,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
11,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,,
12,0.20629714,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.7986,g
1,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
2,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
3,0.736842105,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.6,count
4,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
5,0.827067669,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,22,count
6,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
7,0.060150376,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.6,count
8,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
9,0.388157895,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.325,count
10,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
11,,,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,,
12,1,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,26.6,count
1,7.75,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
2,2.5,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
3,,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
4,4,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
5,4,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
6,5.625,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
7,7.75,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
8,10,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
9,,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
10,5.625,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
11,6.875,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
12,,LAI,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,seagrass,,MO,,
1,0.625,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
2,6.382978723,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
3,,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
4,10,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
5,6.382978723,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
6,2.553191489,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
7,2.553191489,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
8,3.191489362,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
9,,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
10,1.063829787,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
11,1.063829787,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
12,,Epiphyte_biomass,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,epiphytes,g dy / m2 leaf area,MO,,
1,9.583333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
2,,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
3,4.583333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
4,,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
5,2.916666667,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
6,6.25,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
7,8.333333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
8,10,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
9,,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
10,7.083333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
11,6.25,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
12,,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,,MO,,
1,11.18064516,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
2,9.282580645,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
3,,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
4,4.63483871,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
5,1.454193548,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
6,3.785806452,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
7,3.696774194,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
8,10,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
9,,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
10,6.943225806,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
11,4.625806452,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
12,,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,,
1,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
2,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
3,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
4,10,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
5,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
6,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
7,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
8,9.508196721,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
9,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
10,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
11,0.786885246,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
12,,epiphytes,Porthdinllaen,unsworth unpub,2015,,epiphytes,,MO,,
1,,epiphytes,Porthdinllaen,unsworth unpub,2016,,epiphytes,,MO,,
2,1.034482759,epiphytes,Porthdinllaen,unsworth unpub,2016,,epiphytes,,MO,,
3,,epiphytes,Porthdinllaen,unsworth unpub,2016,,epiphytes,,MO,,
4,0.221674877,epiphytes,Porthdinllaen,unsworth unpub,2016,,epiphytes,,MO,,
5,,epiphytes,Porthdinllaen,unsworth unpub,2016,,epiphytes,,MO,,
6,,epiphytes,Porthdinllaen,unsworth unpub,2016,,epiphytes,,MO,,
7,,epiphytes,Porthdinllaen,unsworth unpub,2016,,epiphytes,,MO,,
