rownum,month,relative.value,variable,site,ref,year.start,year.end,trophic.grp,notes,data.entered.by,X11,X12
650,7,1,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,50.22031,g
651,8,NA,Zost_Total_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
652,9,0.470365476,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,23.6219,g
653,10,NA,Zost_Total_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
654,11,NA,Zost_Total_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
655,12,0.120254136,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,6.0392,g
656,1,NA,Zost_Total_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
657,2,NA,Zost_Total_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
658,3,0.209556651,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,10.524,g
659,4,NA,Zost_Total_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
660,5,0.303024812,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,15.218,g
661,6,NA,Zost_Total_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
662,7,0.640535672,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,32.1679,g
663,8,NA,Zost_Total_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
664,9,0.424455763,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.3163,g
665,10,NA,Zost_Total_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
666,11,NA,Zost_Total_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
667,12,0.111938775,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.6216,g
668,1,NA,Zost_Total_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
669,2,NA,Zost_Total_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
670,3,0.071325725,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.582,g
671,4,NA,Zost_Total_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
672,5,0.223893481,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.244,g
673,6,NA,Zost_Total_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
674,7,0.423261027,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.2563,g
675,8,NA,Zost_Total_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
676,9,0.230494396,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.5755,g
677,10,NA,Zost_Total_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
678,11,NA,Zost_Total_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
679,12,0.07420902,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.7268,g
680,1,NA,Zost_Total_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
681,2,NA,Zost_Total_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
682,3,0.080923435,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,4.064,g
683,4,NA,Zost_Total_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
684,5,0.230384878,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.57,g
685,6,NA,Zost_Total_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
686,7,0.514970935,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,25.862,g
687,8,NA,Zost_Total_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
688,9,0.387853042,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,19.4781,g
689,10,NA,Zost_Total_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
690,11,NA,Zost_Total_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
691,12,0.174750016,Zost_Total_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,8.776,g
692,1,NA,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,NA,NA
693,2,NA,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,NA,NA
694,3,0.065686572,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.2988,g
695,4,NA,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,NA,NA
696,5,0.251252929,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,12.618,g
697,6,NA,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,NA,NA
698,7,0.401869284,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,20.182,g
699,8,NA,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,NA,NA
700,9,0.179336806,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,9.00635,g
701,10,NA,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,NA,NA
702,11,NA,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,NA,NA
703,12,0.115463246,Zost_Total_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.7986,g
704,1,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
705,2,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
706,3,0.406015038,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.8,count
707,4,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
708,5,0.398496241,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.6,count
709,6,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
710,7,0.5,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13.3,count
711,8,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
712,9,0.281954887,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7.5,count
713,10,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
714,11,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
715,12,0.263157895,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7,count
716,1,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
717,2,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
718,3,0.796992481,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,21.2,count
719,4,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
720,5,0.962406015,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,25.6,count
721,6,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
722,7,0.492481203,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13.1,count
723,8,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
724,9,0.691729323,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,18.4,count
725,10,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
726,11,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
727,12,0.436090226,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.6,count
728,1,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
729,2,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
730,3,0.458646617,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,12.2,count
731,4,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
732,5,0.939849624,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,25,count
733,6,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
734,7,0.432330827,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.5,count
735,8,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
736,9,0.665413534,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.7,count
737,10,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
738,11,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
739,12,0.488721805,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13,count
740,1,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
741,2,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
742,3,0.541353383,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,14.4,count
743,4,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
744,5,0.729323308,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.4,count
745,6,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
746,7,0.293233083,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7.8,count
747,8,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
748,9,0.477443609,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,12.7,count
749,10,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
750,11,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
751,12,0.654135338,Zost_Veg_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.4,count
752,1,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
753,2,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
754,3,0.736842105,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.6,count
755,4,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
756,5,0.827067669,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,22,count
757,6,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
758,7,0.060150376,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.6,count
759,8,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
760,9,0.388157895,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.325,count
761,10,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
762,11,NA,Zost_Veg_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
763,12,1,Zost_Veg_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,26.6,count
764,1,NA,Zost_Veg_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
765,2,NA,Zost_Veg_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
766,3,0.395709407,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.1226,g
767,4,NA,Zost_Veg_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
768,5,0.500142308,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,14.058,g
769,6,NA,Zost_Veg_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
770,7,0.632204355,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,17.77,g
771,8,NA,Zost_Veg_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
772,9,0.813362744,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,22.862,g
773,10,NA,Zost_Veg_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
774,11,NA,Zost_Veg_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
775,12,0.21485698,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,6.0392,g
776,1,NA,Zost_Veg_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
777,2,NA,Zost_Veg_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
778,3,0.374412979,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,10.524,g
779,4,NA,Zost_Veg_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
780,5,0.541411698,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,15.218,g
781,6,NA,Zost_Veg_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
782,7,0.760424079,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.374,g
783,8,NA,Zost_Veg_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
784,9,0.741852853,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,20.852,g
785,10,NA,Zost_Veg_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
786,11,NA,Zost_Veg_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
787,12,0.2,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.6216,g
788,1,NA,Zost_Veg_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
789,2,NA,Zost_Veg_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
790,3,0.127437029,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.582,g
791,4,NA,Zost_Veg_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
792,5,0.351714814,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,9.886,g
793,6,NA,Zost_Veg_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
794,7,0.48669418,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,13.68,g
795,8,NA,Zost_Veg_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
796,9,0.586238793,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,16.478,g
797,10,NA,Zost_Veg_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
798,11,NA,Zost_Veg_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
799,12,0.132588587,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.7268,g
800,1,NA,Zost_Veg_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
801,2,NA,Zost_Veg_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
802,3,0.143396898,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,4.0306,g
803,4,NA,Zost_Veg_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
804,5,0.39654191,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.146,g
805,6,NA,Zost_Veg_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
806,7,1,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,28.108,g
807,8,NA,Zost_Veg_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
808,9,0.764124093,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.478,g
809,10,NA,Zost_Veg_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
810,11,NA,Zost_Veg_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
811,12,0.312224278,Zost_Veg_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,8.776,g
812,1,NA,Zost_Veg_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
813,2,NA,Zost_Veg_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
814,3,0.117361605,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.2988,g
815,4,NA,Zost_Veg_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
816,5,0.395901523,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.128,g
817,6,NA,Zost_Veg_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
818,7,0.588017646,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,16.528,g
819,8,NA,Zost_Veg_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
820,9,0.298936246,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,8.4025,g
821,10,NA,Zost_Veg_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
822,11,NA,Zost_Veg_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
823,12,0.20629714,Zost_Veg_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.7986,g
824,1,1,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
825,2,NA,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
826,3,2,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
827,4,2,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
828,5,2,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
829,6,3,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
830,7,10,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
831,8,8,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
832,9,NA,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
833,10,2,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
834,11,3,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
835,12,NA,amphipod density,Goodwin Islands,Douglass et al,1998,2007,grazer,ampithoe longimana,MO,NA,NA
836,1,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
837,2,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
838,3,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
839,4,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
840,5,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
841,6,10,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
842,7,10,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
843,8,5,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
844,9,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
845,10,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
846,11,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
847,12,NA,benthic fish,Crescent Beach BC,Huang et al 2015,2012,NA,predator,no. fish caught in trap,MO,NA,NA
848,1,9.583333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
849,2,NA,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
850,3,4.583333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
851,4,NA,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
852,5,2.916666667,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
853,6,6.25,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
854,7,8.333333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
855,8,10,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
